,news_id,subject,relation,object
1820,146,court,is in,Texas
1821,146,PFLAG National,turn over,information about its support
1822,146,Attorney General Ken Paxton,’s,demand
1823,146,Attorney General Ken Paxton ’s demand,court in,Texas
1824,146,families,is in,Texas
1825,146,court,has blocked,Attorney General Ken Paxton ’s demand
1826,146,PFLAG National,turn over,information about its support of families
1827,146,information,National,documents
1828,146,PFLAG National,turn over,information about its support of families in Texas
1829,147,Fairfax Democrats,Choose Easter at_time,Sunday
1830,147,Fairfax County Virginia,has named Easter at_time,Sunday 2024
1831,147,post Fairfax Democrats,Choose Easter at_time,Sunday
1832,148,ultimate guide,is in,Provincetown
1833,148,I,adore about,Provincetown
1834,148,I,so much adore about,Provincetown
1835,148,I,much adore about,Provincetown
1836,148,premier LGBTQ destinations,is in,America
1837,149,Thailand,moves to,legalise sex marriage
1838,149,Thailand,moves to,same sex marriage
1839,149,Thailand,moves to,sex marriage
1840,149,Thailand,moves to,legalise same sex marriage
1841,149,Thailand,has,lower house
1842,149,Thailand 's house,has passed,bill
1843,149,Thailand 's lower house,has passed,bill
1844,150,People,leaving religion altogether in,large numbers
1845,150,People,leaving religion in,large numbers
1846,150,religions,People in,U.S.
1847,150,People,is in,U.S.
1848,150,People,leaving religion altogether in,numbers
1849,150,People,leaving altogether,religion
1850,150,People,leaving,religion
1851,150,People,leaving religion in,numbers
1852,150,People,are switching,religions
1853,150,survey,shows,high level of churning
1854,150,new survey,shows,high level of churning
1855,150,survey,shows,level of churning
1856,150,level,survey from,Public Religion Research Institute
1857,150,new survey,shows,high level
1858,150,high level,survey from,Public Religion Research Institute
1859,150,new survey,shows,level
1860,150,new survey,shows,level of churning
1861,150,survey,shows,level
1862,150,level,new survey from,Public Religion Research Institute
1863,150,survey,shows,high level
1864,150,high level,new survey from,Public Religion Research Institute
1865,151,parliament,passes,landmark bill
1866,151,Asia,of,most liberal countries
1867,151,Thailand ’s parliament,approved,marriage equality bill
1868,151,Thailand ’s parliament,approved,marriage equality bill on Wednesday
1869,151,Thailand,’s,parliament
1870,151,Thailand ’s parliament,overwhelmingly approved,marriage equality bill on Wednesday
1871,151,Thailand ’s parliament,overwhelmingly approved,marriage equality bill
1872,152,Marriage equality bill,overwhelmingly passes,Thai lower house
1873,152,Marriage equality bill,passes,Thai lower house
1874,152,Marriage equality bill,overwhelmingly passes,Thai house
1875,152,Marriage equality bill,passes,Thai house
1876,152,Lawmakers,is in,Thailand 's lower house of parliament
1877,152,marriage equality bill,Lawmakers in,Thailand 's house of parliament
1878,152,Lawmakers,approved,marriage equality bill on Wednesday
1879,152,country first,legalize,rights for marriage partners of gender
1880,152,country first,legalize,equal rights for marriage partners of gender
1881,152,marriage equality bill,Lawmakers in,Thailand 's lower house
1882,152,marriage equality bill,Lawmakers in,Thailand 's lower house of parliament
1883,152,Lawmakers,approved,marriage equality bill
1884,152,Lawmakers,overwhelmingly approved,marriage equality bill on Wednesday
1885,152,Lawmakers,overwhelmingly approved,marriage equality bill
1886,152,country first,legalize,rights
1887,152,marriage equality bill,Lawmakers in,Thailand 's house
1888,152,Thailand,in,lower house of parliament
1889,152,country,first in,Southeast Asia
1890,152,country first,legalize,equal rights
1891,153,Lawmakers,pass,same sex marriage bill
1892,153,Lawmakers,pass,sex marriage bill
1893,153,Thailand,is on,track become
1894,153,Southeast Asia,has,first country to recognize
1895,153,Thailand,is on,track to become
1896,153,bill,needs Senate approval,it becomes
1897,153,bill Senate approval,passed in,lower house
1898,153,bill Senate approval,passed in,house
1899,153,bill,still needs,Senate approval
1900,153,Senate approval,bill,king 's endorsement
1901,153,king,has,endorsement
1902,153,it,becomes,law
1903,153,bill,still needs Senate approval,it becomes
1904,153,bill,needs Senate approval,before it becomes
1905,153,bill,passed in,house
1906,153,bill,needs,Senate approval
1907,153,bill,still needs Senate approval,before it becomes
1908,153,bill,passed in,lower house
1909,154,Sacramento,declares,itself city
1910,154,itself,city for,transgender people
1911,154,Sacramento,declares,itself city for transgender people
1912,154,Sacramento,declares,itself sanctuary city for transgender people
1913,154,Sacramento,declares,itself sanctuary city for people
1914,154,itself,city for,people
1915,154,Sacramento,declares,itself city for people
1916,154,itself,sanctuary city for,transgender people
1917,154,Sacramento,declares,itself sanctuary city
1918,154,itself,sanctuary city for,people
1919,154,Sacramento City Council,declare,city
1920,154,Sacramento City Council,declare,sanctuary city
1921,154,Sacramento City Council,declare,sanctuary city for transgender people
1922,154,Sacramento City Council,declare,city for people
1923,154,Sacramento City Council,declare,sanctuary city for people
1924,154,Sacramento City Council,declare,California capital
1925,154,Sacramento City Council,declare,city for transgender people
1926,155,Thailand lawmakers,pass,landmark LGBTQ marriage equality bill
1927,155,country,grant,marriage rights
1928,155,Thailand,to,civil laws
1929,155,country,grant marriage rights to,people of genders
1930,155,country,grant,equal marriage rights
1931,156,Sacramento,is,now sanctuary city
1932,156,Sacramento,is sanctuary city for,people
1933,156,Sacramento,is now city for,transgender people
1934,156,Sacramento,is city for,transgender people
1935,156,Sacramento,is,now city
1936,156,Sacramento,is,city
1937,156,Sacramento,is now sanctuary city for,transgender people
1938,156,Sacramento,is sanctuary city for,transgender people
1939,156,Sacramento,is,sanctuary city
1940,156,Sacramento,is city for,people
1941,156,Sacramento,is now sanctuary city for,people
1942,156,Sacramento,is sanctuary,people
1943,156,Sacramento,is now city for,people
1944,156,city,is,transgender believed
1945,156,city,is,now city
1946,156,city,is,now transgender sanctuary city
1947,156,city,is,now transgender city
1948,156,city,is,now sanctuary city
1949,156,city,is,now city believed
1950,156,city,is,city
1951,156,city,is,now transgender city believed
1952,156,city,is,transgender sanctuary city believed
1953,156,city,is,transgender city believed
1954,156,city,is,transgender city
1955,156,city,is,sanctuary city
1956,156,city,is,transgender sanctuary city
1957,156,city,is,city believed
1958,156,city,is,sanctuary believed
1959,156,city,is,now sanctuary city believed
1960,156,city,is,sanctuary city believed
1961,156,city,is,now transgender sanctuary city believed
1962,157,biology,stop,future outbreaks
1963,157,Molecular biology,stop,future outbreaks
1964,158,Nex Benedict,has,autopsy report
1965,158,autopsy report,was,released
1966,158,much anticipated autopsy report,was,released
1967,158,anticipated autopsy report,was released on,Wednesday
1968,158,much anticipated full autopsy report,was,released
1969,158,full autopsy report,was,released
1970,158,anticipated full autopsy report,was released on,Wednesday
1971,158,anticipated full autopsy report,was,released
1972,158,autopsy report,was released on,Wednesday
1973,158,anticipated autopsy report,was,released
1974,158,much anticipated full autopsy report,was released on,Wednesday
1975,158,much anticipated autopsy report,was released on,Wednesday
1976,158,full autopsy report,was released on,Wednesday
1977,159,Disney allies,end,legal dispute
1978,159,Disney allies,end,dispute
1979,159,Disney,of,Florida theme park resort
1980,160,DeSantis,settle,lawsuit sparked
1981,160,Disney,settle,lawsuit
1982,160,DeSantis,settle,lawsuit
1983,160,Disney,settle,lawsuit sparked
1984,160,settlement agreement,Allies of,Gov. Ron DeSantis
1985,160,theme park resort,of,government
1986,160,Allies,reached settlement agreement at_time,Wednesday
1987,161,Boeing,Tale In,Psychological Safety
1988,161,Cautionary Tale,is In,Psychological Safety
1989,161,it,is,a
1990,161,Boeing,has,recent challenges
1991,162,they,were at,time last year
1992,162,Mpox cases,are on,rise in U.S. increasing to almost double
1993,162,Mpox cases,are on,rise in U.S. increasing to double
1994,162,Mpox cases,are on,rise in U.S. increasing
1995,162,they,were at,time year
1996,162,Mpox cases,are on,rise increasing
1997,162,they,were at,same time last year
1998,162,rise,is in,U.S.
1999,162,Mpox cases,are on,rise increasing to double
2000,162,Mpox cases,are on,rise in U.S.
2001,162,Mpox cases,are on,rise
2002,162,Mpox cases,are on,rise increasing to almost double
2003,162,they,were at,same time year
2004,163,Disney,settle,legal battle
2005,163,Disney,settle,battle
2006,163,DeSantis,settle,battle
2007,163,DeSantis,settle,legal battle
2008,163,Two bodies,were recovered from,Baltimore bridge collapse
2009,163,bodies,were recovered from,Baltimore bridge collapse
2010,163,bodies,were,recovered
2011,163,investigators,timeline of,events
2012,163,investigators,released,timeline of events
2013,163,Two bodies,were,recovered
2014,163,investigators,released,timeline
2015,163,Gov. Ron DeSantis,have settled,their lawsuits
2016,163,Walt Disney Company,have settled,their lawsuits
2017,164,dinosaurs,were,LGBTQ
2018,164,Literature,has come for,disseminating information regarding animal behavior
2019,164,Literature,has come under,scrutiny
2020,164,Literature,has come for,disseminating information particularly regarding animal behavior
2021,164,Literature,has come for,disseminating inaccurate information particularly regarding animal behavior
2022,164,Literature,has come for,information
2023,164,Literature,has come for,disseminating inaccurate information regarding animal behavior
2024,164,Literature,has come for,inaccurate information regarding animal behavior
2025,164,Hastings Museum,is in,Britain
2026,164,Literature,has come for,disseminating information
2027,164,Literature,has come for,information regarding animal behavior
2028,164,Literature,has come for,information particularly regarding animal behavior
2029,164,Literature,has come for,inaccurate information
2030,164,Literature,has come for,disseminating inaccurate information
2031,164,Literature,has come for,inaccurate information particularly regarding animal behavior
2032,164,guide,authored by,Hastings Queer History
2033,164,endorsed guide,authored by,Hastings Queer History
2034,165,queer community,mourns,loss
2035,165,queer community,mourns,loss of 19 Bar
2036,165,anchor,is in,Minneapolis
2037,165,anchor,is getting,wealth of support
2038,165,wealth,anchor in,Minneapolis
2039,165,anchor,is getting,wealth
2040,165,wealth,anchor of,LGBTQ community
2041,165,anchor,is getting wealth after,fire
2042,165,anchor,is getting wealth after,devastating fire
2043,166,GLAAD,’s,New Report On Anti-Trans
2044,166,LGBTQ representation,is in,media
2045,166,Meta,via,top social platforms
2046,166,GLAAD,group on,LGBTQ representation in media
2047,166,GLAAD,released,report
2048,168,Lioness striker Bethany England,mark,since legalised
2049,168,marriage,was,since legalised
2050,168,Lioness striker Bethany England,speaks,mark
2051,168,Lioness striker Bethany England,mark,legalised
2052,168,gay marriage,was,since legalised
2053,168,marriage,was,legalised
2054,168,gay marriage,was,legalised
2055,168,Lioness striker Bethany England,speaks to,BBC
